userID,itemID,rating,timestamp,service_name,service_sector,service_keyword
,5200,,,পিআরএল শুরুর সময় অথবা বদলীজনিত কারণে কর্মকর্তা-কর্মচারীদের না-দাবী প্রত্যয়নপত্র প্রদান (এসআইডি),19,"পিআরএল শুরুর সময় অথবা বদলীজনিত কারণে কর্মকর্তা-কর্মচারীদের না-দাবী প্রত্যয়নপত্র প্রদান (এসাইডি), Issuance of No-Claim Certificates to officers and employees at the time of commencement of PRL or on account of transfer (SID),এসআইডি"
,5202,,,পিআরএল এবং লাম্প গ্রান্ট অনুমোদনের জন্য আবেদন (এসআইডি),19,"পিআরএল এবং লাম্প গ্রান্ট অনুমোদনের জন্য আবেদন (এসাইডি), Application for approval of PRL and Lump Grant (SID),এসআইডি"
,5205,,,কর্মচারী কল্যাণ তহবিল (কৃষি মন্ত্রণালয়),19,"কর্মচারী কল্যাণ তহবিল ,  Employee Welfare Fund"
,5206,,,বীজ আলুর টিস্যু কালচার ল্যাবরেটরি নিবন্ধন,59,"বীজ, আলু, টিস্যু, কালচার, ল্যাবরেটরি, নিবন্ধন, Seed, Potato, Tissue, Culture, Laboratory, Registration, বীজ আলুর টিস্যু কালচার ল্যাবরেটরি নিবন্ধন"
,5209,,,বীজ আলুর টিস্যু কালচার ল্যাবরেটরি নিবন্ধন,59,"বীজ, আলু, টিস্যু, কালচার, ল্যাবরেটরি, নিবন্ধন, Seed, Potato, Tissue, Culture, Laboratory, Registration, বীজ আলুর টিস্যু কালচার ল্যাবরেটরি নিবন্ধন"
,5210,,,লাইব্রেরীতে নতুন বই সংযোজনের অনুরোধ (কৃষি মন্ত্রণালয়),19,"লাইব্রেরী, বই সংযোজন, আবেদন, লাইব্রেরীতে নতুন বই সংযোজনের আবেদন, Application, add new books,  library , লাইব্রেরীতে নতুন বই সংযোজনের অনুরোধ ,"
,5211,,,শ্রান্তি বিনোদন ছুটি (কৃষি মন্ত্রণালয়),19,"শ্রান্তি, বিনোদন, ছুটি, শ্রান্তি বিনোদন ছুটি, Exhaustion leisure holiday"
,5214,,,সংগনিরোধ ছুটি (কৃষি মন্ত্রণালয়),19,"সংগনিরোধ ছুটি, সংগনিরোধ, Quarantine leave, Quarantine"
,5216,,,চাকুরী হতে অব্যাহতির জন্য আবেদন (কৃষি মন্ত্রণালয়),19,"চাকরি হতে অব্যাহতির জন্য আবেদন, চাকরি হতে অব্যাহতি, Application for resignation from the job, job, resignation"
,5219,,,চিকিৎসা ছুটি মঞ্জুরের আবেদন (কৃষি মন্ত্রণালয়),19,"চিকিৎসা, ছুটি, মঞ্জুর, আবেদন, চিকিৎসা ছুটি মঞ্জুরের আবেদন, Medical leave"
,5220,,,পিআরএল এবং লাম্পগ্রান্ট অনুমোদনের জন্য আবেদন (কৃষি মন্ত্রণালয়),19,"পিআরএল, লাম্প গ্রান্ট, অনুমোদন, পিআরএল এবং লাম্প গ্রান্ট অনুমোদনের জন্য আবেদন, PRL, Lump Grant, Approval"
,5223,,,বোরো হাইব্রিড ধানবীজ আমদানির অনুমোদন,59,"বোরো, হাইব্রিড, ধানবীজ, আমদানি, অনুমোদন, বোরো হাইব্রিড ধানবীজ আমদানির অনুমোদন, Boro, hybrid, rice seed, import, approval, Boro hybrid rice seed import approval"
,5224,,,পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা-কর্মচারীদের না-দাবি প্রত্যয়ন পত্র প্রদান (কৃষি মন্ত্রণালয়),19,"পিআরএল, বদলি, কর্মকর্তা, কর্মচারী, না-দাবি, প্রত্যয়নপত্র, প্রদান, পিআরএল শুরুর সময় অথবা বদলিজনিত কারণে কর্মকর্তা-কর্মচারীদের না-দাবি প্রত্যয়ন পত্র প্রদান, Issuance of No-Objection Certificate to officers and employees at the time of commencement of PRL or due to transfer"
,5227,,,কর্মকর্তাদের দেশ / বিদেশে উচ্চ শিক্ষার জন্য আবেদন (কৃষি মন্ত্রণালয়),19,"কর্মকর্তা, দেশ, বিদেশ, এইচএসসি, স্মাতক, ডিগ্রী, এমফিল, এমএস, সমমান পিএইচডি, উচ্চ শিক্ষা, আবেদন, Application, Higher Education, Abroad, HSC, Graduate/ Degree, MPhil, MS equivalent, PhD, কর্মকর্তাদের দেশ / বিদেশে (এইচএসসি, স্মাতক/ডিগ্রী, এমফিল, এমএস বা সমমান ও পিএইচডি বা সমমান) উচ্চ শিক্ষার জন্যে আবেদন"
,523,,,"বেসরকারি কলেজের শিক্ষক-কর্মচারীদের নাম, জন্ম তারিখ, বিষয়, ইনডেক্স নম্বর, পদবি ও ব্যাংক হিসাব সংশোধন ফরম",16,"বেসরকারি কলেজের শিক্ষক-কর্মচারীদের নাম, জন্ম তারিখ, বিষয়, ইনডেক্স নম্বর, পদবি ও ব্যাংক হিসাব সংশোধন ফরম"
,5230,,,প্রাপ্যতাবিহীন ছুটি(কৃষি মন্ত্রণালয়),19,"প্রাপ্যতাবিহীন ছুটি, Leave Unavailable"
,5231,,,তথ্য অধিকার আইনের আওতায় তথ্য প্রাপ্তির আবেদন (কৃষি মন্ত্রণালয়),36,"তথ্য, অধিকার, আইন, আওতায়, তথ্য প্রাপ্তি, আবেদন, তথ্য অধিকার আইনের আওতায় তথ্য প্রাপ্তির আবেদন, Application, obtaining, information"
,5233,,,নৈমিত্তিক ছুটির জন্য আবেদন (কৃষি মন্ত্রণালয়),19,"নৈমিত্তিক, ছুটি, জন্য, আবেদন, Application, casual, leave,"
,5234,,,কাঁচাপাট রপ্তানিকারক লাইসেন্স নবায়ন (a2i),3,কাঁচাপাট রপ্তানিকারক লাইসেন্স নবায়ন
,5237,,,প্রবাসী কর্মী দেশে ফেরত আনার আবেদন,27,"প্রবাসী কর্মী দেশে ফেরত আনার আবেদন, Application for repatriation of expatriate workers, প্রবাসী, কর্মী, দেশ, ফেরত, repatriation, expatriate,  workers"
,524,,,মাধ্যমিক বিদ্যালয়ের শিক্ষকদের শিক্ষা প্রতিষ্ঠানে বিভিন্ন ধরনের কোর্স খোলার অনুমতি আবেদন অগ্রায়ন,19,"মাধ্যমিক বিদ্যালয়ের শিক্ষকদের শিক্ষা প্রতিষ্ঠানে বিভিন্ন ধরনের কোর্স খোলার অনুমতি আবেদন অগ্রায়ন, কোর্স খোলার অনুমতি, application for opening new course in secondary school, application for opening new course, new course, course"
,5240,,,নোট ভার্বাল (এটুআই),45,"Note Verbal, নোট ভার্বাল"
,5241,,,LOI (Letter of Introduction) (a2i),45,LOI (Letter of Introduction) (a2i)
,5243,,,সরকারি বাসা বরাদ্দের আবেদন(মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ),36,"সরকারি বাসা বরাদ্দের আবেদন(মাধ্যমিক ও উচ্চ শিক্ষা বিভাগ) , Government Housing Allotment Application (Secondary and Higher Education Department) , সরকারি বাসা, সরকারি আবাসন, সরকারি বাসা বরাদ্দ, Government, Housing, Allotment, Application )"
,5246,,,পেট্রোলিয়াম/কেমিক্যাল  জাতীয় পদার্থ ব্যবসা পরিচালনার অনাপত্তিমূলক পত্র (এনওসি) প্রদান,3,"পেট্রোলিয়াম জাতীয় ব্যবসা পরিচালনার অনাপত্তিমূলক পত্র (এনওসি) প্রাপ্তির আবেদন,পেট্রোলিয়াম ,জাতীয় ,ব্যবসা ,পরিচালনা,অনাপত্তিমূলক, পত্র ,(এনওসি) ,প্রাপ্তির ,আবেদন,Application for No Objection Certificate(NOC) from Petroleum National Business Management ,Application,No, Objection Certificate,(NOC) , Petroleum ,National ,Business Management"
,5249,,,বিভিন্ন শিক্ষা প্রতিষ্ঠান নতুনভাবে স্থাপনের জন্য অনাপত্তি/ দুরত্ব সনদ প্রাপ্তির আবেদন,3,"বিভিন্ন শিক্ষা প্রতিষ্ঠান নতুনভাবে স্থাপনের জন্য অনাপত্তি/ দুরত্ব সনদ প্রাপ্তির আবেদন, Application for obtaining No Objection/Distance Certificate for newly setting up of various educational institutions"
,5252,,,এনজিওসমূহের প্রকল্প বাস্তবায়ন সম্পর্কিত প্রত্যয়নপত্র প্রাপ্তির আবেদন,36,"এনজিওসমূহের প্রকল্প বাস্তবায়ন সম্পর্কিত প্রত্যয়নপত্র প্রাপ্তির আবেদন, Application for receipt of certificates related to project implementation of NGOs"
,5253,,,শিক্ষা প্রতিষ্ঠানের অতিরিক্ত শ্রেণী খোলার অনাপত্তি প্রদান,3,"শিক্ষা প্রতিষ্ঠানের অতিরিক্ত শ্রেণী খোলার অনাপত্তি প্রদান , No objection to open additional classes in educational institutions"
,5254,,,বৈদেশিক আম মোক্তারনামা দলিলে স্ট্যাম্প সংযুক্তকরণ,1,"বৈদেশিক আম মোক্তারনামা দলিলে স্ট্যাম্প সংযুক্তকরণ, বৈদেশিক, আম, মোক্তারনামা, দলিলে, স্ট্যাম্প, সংযুক্তকরণ, Affixing of stamp on foreign money order document"
,5256,,,শিক্ষা প্রতিষ্ঠানের গভর্নিং বডি/ নির্বাহী কমিটি/ এডহক কমিটিতে অভিবাবক/প্রতিনিধি নিয়োগ সংক্রান্ত,45,"শিক্ষা প্রতিষ্ঠানের গভর্নিং বডি/ নির্বাহী কমিটি/ এডহক কমিটিতে অভিবাবক/প্রতিনিধি নিয়োগ সংক্রান্ত, Regarding the appointment of parents/representatives to the Governing Body/ Executive Committee/ Ad Hoc Committee of the educational institution, শিক্ষা,  অভিবাবক, এডহক"
,5259,,,শিক্ষা প্রতিষ্ঠানের ম্যানেজিং কমিটি/গভর্নিং বডি নির্বাচনের প্রিজাইডিং অফিসার নিয়োগ,36,"শিক্ষা প্রতিষ্ঠানের ম্যানেজিং কমিটি/গভর্নিং বডি নির্বাচনের প্রিজাইডিং অফিসার নিয়োগ, Appointment of Presiding Officer for Election of Managing Committee/Governing Body of Educational Institutions"
,5262,,,শিক্ষা প্রতিষ্ঠানের সভাপতি মনোয়ন পরীক্ষার কেন্দ্র স্থাপনের অনুমতি,36,"শিক্ষা প্রতিষ্ঠানের সভাপতি মনোয়ন পরীক্ষার কেন্দ্র স্থাপনের অনুমতি, শিক্ষা, প্রতিষ্ঠানের, সভাপতি, মনোয়ন, পরীক্ষার, কেন্দ্র ,স্থাপনের, অনুমতি,  Permission to set up centers for the nomination of presidents of educational institutions"
,5264,,,শ্রান্তি-বিনোদন ছুটি ও ভাতা মঞ্জুরীর আবেদন - (জননিরাপত্তা বিভাগ),19,"শ্রান্তি-বিনোদন ছুটি ও ভাতা মঞ্জুরীর আবেদন - (জননিরাপত্তা বিভাগ), Application for grant of Rest and Recreation leave and allowance"
,5267,,,অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন - (জননিরাপত্তা বিভাগ),19,"অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন - (জননিরাপত্তা বিভাগ), Application for Grant of Earned Leave (Internal)"
,5270,,,অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন - (জননিরাপত্তা বিভাগ),19,"অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন - (জননিরাপত্তা বিভাগ),  Application for grant of earned leave (outside Bangladesh)."
,5273,,,সাধারণ ভবিষ্য তহবিল হতে অগ্রিম উত্তোলনের আবেদন - (জননিরাপত্তা বিভাগ),19,"সাধারণ ভবিষ্য তহবিল হতে অগ্রিম উত্তোলনের আবেদন - (জননিরাপত্তা বিভাগ), Application for Advance Withdrawal from General Provident Fund"
,5274,,,চাকরি স্থায়ীকরণের আবেদন - (জননিরাপত্তা বিভাগ),19,"চাকরি স্থায়ীকরণের আবেদন - (জননিরাপত্তা বিভাগ), Application for Permanentization of Employment - (Public Safety Department)"
,5276,,,সরকারি আবাসিক টেলিফোনের খাত পরিবর্তনের জন্য আবেদন - (জননিরাপত্তা বিভাগ),19,"সরকারি আবাসিক টেলিফোনের খাত পরিবর্তনের জন্য আবেদন - (জননিরাপত্তা বিভাগ) ,Application for change of government residential telephone sector"
,5278,,,সরকারি আবাসিক টেলিফোন মঞ্জুরির আবেদন - (জননিরাপত্তা বিভাগ),19,"সরকারি আবাসিক টেলিফোন মঞ্জুরির আবেদন - (জননিরাপত্তা বিভাগ), Application for Government Residential Telephone Permit - (Public Safety Department)"
,528,,,মাতৃত্ব ছুটি (প্রশিক্ষণ উইং কর্তৃক),16,মাতৃত্ব ছুটি (প্রশিক্ষণ উইং কর্তৃক)
,5281,,,সরকারি আবাসিক টেলিফোন ব্যক্তিগতকরনের জন্য আবেদন - (জননিরাপত্তা বিভাগ),19,"সরকারি আবাসিক টেলিফোন ব্যক্তিগতকরনের জন্য আবেদন - (জননিরাপত্তা বিভাগ),  
Application for Privatization of Government Residential Telephones"
,5283,,,অন্যান্য/ বিবিধ আবেদন - (জননিরাপত্তা বিভাগ),19,"অন্যান্য/ বিবিধ আবেদন - (জননিরাপত্তা বিভাগ),
Other/Miscellaneous Applications"
,5286,,,"কম্পিউটার, মোটর সাইকেল ক্রয়ের অগ্রিম মঞ্জুরির আবেদন (জননিরাপত্তা বিভাগ)",19,"কম্পিউটার, মোটর সাইকেল ক্রয়ের অগ্রিম মঞ্জুরির আবেদন (জননিরাপত্তা বিভাগ), Application for advance approval for purchase of computer, motorcycle"
,5289,,,মন্ত্রণালয়ের কর্মকর্তা ও কর্মচারিদের গৃহনির্মাণ ঋণের  আবেদন (জননিরাপত্তা বিভাগ),19,"মন্ত্রণালয়ের কর্মকর্তা ও কর্মচারিদের গৃহনির্মাণ ঋণের  আবেদন (জননিরাপত্তা বিভাগ), Home construction loan application for officials and employees of the ministry"
,5291,,,পাসপোর্টের অনাপত্তির জন্য আবেদন (জননিরাপত্তা বিভাগ),19,"পাসপোর্টের অনাপত্তির জন্য আবেদন (জননিরাপত্তা বিভাগ), Application for No Objection of Passport"
,5294,,,অত্যাবশ্যকীয় পণ্যের ডিলিং লাইসেন্স (স্বর্ণ) নবায়নের আবেদনপত্র,45,"স্বর্ণ জুয়েলারী বিক্রয়ের ডিলিং লাইসেন্স লাইসেন্স নবায়ন, স্বর্ণ, জুয়েলারী, Renewal of Dealing License License for Sale of Gold Jewellery, Gold Jewellery"
,5295,,,অত্যাবশ্যকীয় পণ্যের ডিলিং লাইসেন্স (স্বর্ণ- কারগরি) নবায়নের আবেদনপত্র,45,"অত্যাবশ্যকীয় পণ্যের ডিলিং লাইসেন্স (স্বর্ণ- কারগরি) নবায়নের আবেদনপত্র , ডিলিং ,লাইসেন্স , স্বর্ণ, কারগরি, Application Form for Renewal of Essential Commodity Dealing License (Gold-Technical), Technical"
,5296,,,ভেন্ডর লাইসেন্স নবায়ন,45,"ভেন্ডর লাইসেন্স নবায়ন, ভেন্ডর , লাইসেন্স , নবায়ন"
,5297,,,এসিড  বিক্রয়ের লাইসেন্স নবায়ন,45,"এসিড  বিক্রয়ের লাইসেন্স নবায়ন,এসিড,  বিক্রয়ের ,লাইসেন্স ,নবায়ন,Renewal of license to sell acid,Renewal , license, sell, acid"
,5299,,,শিক্ষা প্রতিষ্ঠানের সভাপতি মনোয়ন,16,"শিক্ষা প্রতিষ্ঠানের সভাপতি মনোয়ন, সভাপতি,  Nomination of president of educational institution, president"
,53,,,গবাদি পশুর চিকিৎসা প্রাপ্তির আবেদন,36,"গবাদি পশুর চিকিৎসা প্রাপ্তির আবেদন,গবাদি, পশু, চিকিৎসা, প্রাপ্তি, আবেদন, Application for obtaining treatment of cattle, Application, obtaining, treatment, cattle"
,5300,,,ওয়াজ মাহফিল ও জিকির/উরস মোবারক এর অনুমতি প্রাপ্তির আবেদন,3,"ওয়াজ মাহফিল, জিকির, ওয়াজ মাহফিল ও জিকিরের অনুমতি প্রাপ্তির আবেদন, Waz Mahfil, Zikir"
,5302,,,যাত্রাপালা / সার্কাস অনুষ্ঠানের অনুমতি প্রাপ্তির আবেদন,3,"যাত্রাপালা অনুষ্ঠানের অনুমতি প্রাপ্তির আবেদন, যাত্রাপালা অনুষ্ঠান"
,5304,,,মহাযজ্ঞ ও লীলা কীর্তন / অন্যান্য ধর্মীয় অনুষ্ঠানের অনুমতি প্রাপ্তির আবেদন,3,"মহাযজ্ঞ ও লীলা কীর্তন, ধর্মীয় অনুষ্ঠান,  মহাযজ্ঞ ও লীলা কীর্তন / ধর্মীয় অনুষ্ঠানের  অনুমতি প্রাপ্তির আবেদন,"
,5307,,,পরীক্ষাকেন্দ্র স্থাপনের অনুমতি,16,"পরীক্ষার কেন্দ্র স্থাপনের অনুমতি , Permission to set up examination center , পরীক্ষা, কেন্দ্র, অনুমতি , examination"
,5309,,,ঢাকা বিভাগীয়  মহিলা সহায়তা কর্মসূচীর আওতায় মহিলা সহায়তা কেন্দ্রে আশ্রয়ের জন্য আবেদন,55,"ঢাকা বিভাগীয়  মহিলা সহায়তা কর্মসূচীর আওতায় মহিলা সহায়তা কেন্দ্রে আশ্রয়ের জন্য আবেদন, Application for shelter at Women's Support Center under Dhaka Divisional Women's Support Programme"
,5310,,,শ্রান্তি-বিনোদন ছুটি ও ভাতা মঞ্জুরীর আবেদন (বাংলাদেশ শ্রমিক কল্যাণ ফাউন্ডেশন),19,"শ্রান্তি-বিনোদন,  ছুটি,  ভাতা,  মঞ্জুর, আবেদন,Application, grant,  leave,  allowance,Application for grant of leave and allowance,শ্রান্তি-বিনোদন ছুটি ও ভাতা মঞ্জুরীর আবেদন"
,5312,,,এডহক কমিটিতে অভিভাবক সদস্য মনোনয়ন,16,"এডহক, কমিটিত, অভিভাবক সদস্য মনোনয়ন,Nomination,of parent, members in ad hoc committee"
,5315,,,শিক্ষানুরাগী ব্যাক্তি মনোনয়ন,16,"শিক্ষানুরাগী ব্যাক্তি মনোনয়ন,"
,5316,,,শিক্ষা প্রতিষ্ঠানের নির্বাচনে প্রিজাইডিং অফিসার নিয়োগ,1,"শিক্ষা প্রতিষ্ঠানের , প্রিজাইডিং অফিসার নিয়োগ,"
,5318,,,TEST ট্রেড ইউনিয়ন রেজিস্ট্রেশন (Trade Union Registration) a2i (এটুআই),36,ট্রেড ইউনিয়ন রেজিস্ট্রেশন (Trade Union Registration) (এটুআই)
,532,,,অগ্রিম বর্ধিত বেতনের জন্য আবেদন (সরকারি কলেজ শাখা কর্তৃক),16,অগ্রিম বর্ধিত বেতনের জন্য আবেদন (সরকারি কলেজ শাখা কর্তৃক)
,5321,,,অক্ষমতাজনিত ছুটি(বস্ত্র ও পাট মন্ত্রণালয়),19,"অক্ষমতাজনিত ছুটি, Disability leave, অক্ষমতাজনিত ছুটি(বস্ত্র ও পাট মন্ত্রণালয়)"
,5323,,,অধ্যায়ন ছুটি(বস্ত্র ও পাট মন্ত্রণালয়),19,"অধ্যায়ন ছুটি, study leave, অধ্যায়ন ছুটি(বস্ত্র ও পাট মন্ত্রণালয়)"
,5324,,,চিকিৎসা ছুটি মঞ্জুরের আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"চিকিৎসা ছুটি মঞ্জুরের আবেদন (বস্ত্র ও পাট মন্ত্রণালয়) , Medical leave"
,5326,,,মাতৃত্ব ছুটি (বস্ত্র ও পাট মন্ত্রণালয়),19,"Maternity Leave (Ministry of Textiles and Jute), মাতৃত্ব ছুটি (বস্ত্র ও পাট মন্ত্রণালয়)"
,5327,,,চাকুরী স্থায়ীকরণের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"চাকুরী স্থায়ীকরণের আবেদন,চাকুরী স্থায়ীকরণ,চাকুরী, স্থায়ীকরণ,Application for job stabilization ,job stabilization , job, stabilization"
,5328,,,বাংলাদেশ সরকারী কর্মচারী কল্যাণ বোর্ড  হতে চিকিৎসা সহায়তার অনুদান প্রাপ্তির জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"কর্মচারী কল্যাণ তহবিল(বস্ত্র ও পাট মন্ত্রণালয়), Employees Welfare Fund (Ministry of Textiles and Jute) , কর্মচারী, কল্যাণ, তহবিল, বস্ত্র , পাট, কর্মচারী কল্যাণ তহবিল, Employees Welfare Fund, Textiles, Jute, Employees, Welfare, Fund"
,5329,,,না-দাবী প্রত্যয়নপত্র প্রদান(বস্ত্র ও পাট মন্ত্রণালয়),19,"না-দাবী প্রত্যয়নপত্র প্রদান(বস্ত্র ও পাট মন্ত্রণালয়), No-Claim Certificate (Ministry of Textiles and Jute)."
,5330,,,অবসর-উত্তর ছুটির জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"অবসর,উত্তর ,ছুটির, জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়), Application ,Post-retirement leave."
,5332,,,অসাধারণ ছুটির জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"অসাধারণ ছুটির জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),Extraordinary Leave (Ministry of Textiles and Jute)"
,5335,,,নৈমিত্তিক ছুটির জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"নৈমিত্তিক ছুটির জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়), Application for casual leave"
,5338,,,পূর্ণ-বেতনে/অর্ধ-বেতনে ছুটি মনজুরের আবেদন পত্র(বস্ত্র ও পাট মন্ত্রণালয়),19,"পূর্ণ-বেতনে/অর্ধ-বেতনে ছুটি মনজুরের আবেদন পত্র(বস্ত্র ও পাট মন্ত্রণালয়), Application Form for Grant of Leave on Full-Pay/Part-Pay (Ministry of Textiles and Jute) , পূর্ণ-বেতনে, অর্ধ-বেতন, ছুটি, বস্ত্র , পাট, আবেদন , Textiles, Jute, Employees, Application, Grant, Leave, Full-Pay/Part-Pay"
,5339,,,চাকুরী নিয়মিতকরনের জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"চাকুরী নিয়মিতকরনের জন্য আবেদন, Application for Regularization of Jobs."
,5341,,,অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"অন্য প্রতিষ্ঠানে চাকরির জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়), Application for employment in other organizations (Ministry of Textiles and Jute), অন্য প্রতিষ্ঠান, চাকরি , employment, other,  organization, Textiles, Jute"
,5344,,,পিআরএল এবং লাম্প গ্রান্ট অনুমোদনের জন্য আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"পিআরএল এবং লাম্প গ্রান্ট অনুমোদনের জন্য আবেদন, Application for approval of PRL and Lump Grant."
,5345,,,প্রাপ্যতাবিহীন ছুটি (বস্ত্র ও পাট মন্ত্রণালয়),19,"প্রাপ্যতাবিহীন, ছুটি, (বস্ত্র ও পাট মন্ত্রণালয়), Non-Available Leave (Ministry of Textiles and Jute)"
,5346,,,শ্রান্তি-বিনোদন ভাতা ও ছুটি মঞ্জুরীর আবেদন ( বস্ত্র ও পাট মন্ত্রণালয় ),19,"শ্রান্তি-বিনোদন ভাতা ও ছুটি মঞ্জুরীর আবেদন ( বস্ত্র ও পাট মন্ত্রণালয় ), Application for Allowance of Leisure Allowance and Leave (Ministry of Textiles and Jute)"
,5348,,,অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন , Application for grant of earned leave (outside Bangladesh), অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়), অর্জিত ছুটি (বহিঃ বাংলাদেশ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়)"
,5350,,,বাংলাদেশ সচিবালয়ে যানবাহন প্রবেশের অনুমতি প্রদানের আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"বাংলাদেশ, সচিবালয়ে, যানবাহন, প্রবেশের, অনুমতি, প্রদানের, আবেদন, (বস্ত্র ও পাট মন্ত্রণালয়), Application, for, Vehicle, Entry, Permit, to, Bangladesh, Secretariat, (Ministry of Textiles and Jute)"
,5351,,,চাকরি হতে অব্যাহতির জন্য আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"চাকরি হতে অব্যাহতির জন্য আবেদন ,চাকরি হতে অব্যাহতির, চাকরি অব্যাহতি, চাকরি, অব্যাহতি, Application for Exemption from Service, Exemption from Service, Exemption Service"
,5354,,,ঋণ/অগ্রিম মঞ্জুরি আবেদন (বস্ত্র ও পাট মন্ত্রণালয়),19,"Loan/Advance Sanction Application (Ministry of Textiles and Jute), ঋণ/অগ্রিম মঞ্জুরি আবেদন (বস্ত্র ও পাট মন্ত্রণালয়)"
,5355,,,বিশেষ অসুস্থতাজনিত ছুটি (বস্ত্র ও পাট মন্ত্রণালয়),19,"বিশেষ অসুস্থতাজনিত ছুটি(বস্ত্র ও পাট মন্ত্রণালয়) , Special Sick Leave (Ministry of Textiles and Jute) , বিশেষ অসুস্থতাজনিত ছুটি , অসুস্থতাজনিত ছুটি , বিশেষ ছুটি ,"
,5358,,,সংগনিরোধ ছুটি(বস্ত্র ও পাট মন্ত্রণালয়),19,"সংগনিরোধ ছুটি(বস্ত্র ও পাট মন্ত্রণালয়)  , Quarantine Leave (Ministry of Textiles and Jute) , সংগনিরোধ ছুটি , quarantine leave, সংগনিরোধ ছুটি, সংগনিরোধ ছুটি(বস্ত্র ও পাট মন্ত্রণালয়)"
,536,,,মাধ্যমিক বিদ্যালয়ের শিক্ষকদের চাকরি নিয়মিত/ স্থায়ীকরণ,19,"Regular stabilization of jobs for secondary school teachers, মাধ্যমিক বিদ্যালয়ের শিক্ষকদের চাকরি নিয়মিত/ স্থায়ীকরণ, মাধ্যমিক বিদ্যালয়ের শিক্ষকদের চাকরি, নিয়মিত/ স্থায়ীকরণ"
,5361,,,চিকিৎসা ছুটি মঞ্জুর(বহিঃবাংলাদেশ) (বস্ত্র ও পাট মন্ত্রণালয়),19,"চিকিৎসা ছুটি মঞ্জুর(বহিঃবাংলাদেশ) (বস্ত্র ও পাট মন্ত্রণালয়) , Medical leave granted (outside Bangladesh) (Ministry of Textiles and Jute) , চিকিৎসা ছুটি মঞ্জুর(বহিঃবাংলাদেশ) বস্ত্র ও পাট মন্ত্রণালয়,চিকিৎসা ,ছুটি মঞ্জুর(বহিঃবাংলাদেশ),ছুটি ,মঞ্জুর(বহিঃবাংলাদেশ),Medical leave granted (outside Bangladesh),Medical ,leave ,granted ,(outside Bangladesh)"
,5363,,,অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়),19,"অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়) , Application for Grant of Earned Leave (Internal) (Ministry of Textiles and Jute) , অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন , Application for Grant of Earned Leave (Internal), অর্জিত ছুটির (অভ্যন্তরীণ) মঞ্জুরের আবেদন(বস্ত্র ও পাট মন্ত্রণালয়)"
,5364,,,পাসপোর্টের অনাপত্তির জন্য আবেদন ( বস্ত্র ও পাট মন্ত্রণালয়),19,"পাসপোর্টের অনাপত্তির জন্য আবেদন ( বস্ত্র ও পাট মন্ত্রণালয়) , Application for No Objection of Passport (Ministry of Textiles and Jute) , পাসপোর্টের অনাপত্তির জন্য আবেদন,পাসপোর্টের অনাপত্তির,পাসপোর্ট, অনাপত্তি, Application for No Objection of Passport, No Objection of Passport, No Objection, Passport"
